Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q96PM9,Z385A_HUMAN,reviewed,Zinc finger protein 385A (Hematopoietic zinc finger protein) (Retinal zinc finger protein),ZNF385A HZF RZF ZNF385,Homo sapiens (Human),386
H7BXF3,H7BXF3_HUMAN,unreviewed,Transformer-2 protein homolog beta (Fragment),TRA2B,Homo sapiens (Human),127
H7C2L4,H7C2L4_HUMAN,unreviewed,Transformer-2 protein homolog beta (Fragment),TRA2B,Homo sapiens (Human),107
P62995,TRA2B_HUMAN,reviewed,"Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (hTRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)",TRA2B SFRS10,Homo sapiens (Human),288
Q9UBC3,DNM3B_HUMAN,reviewed,DNA (cytosine-5)-methyltransferase 3B (Dnmt3b) (EC 2.1.1.37) (DNA methyltransferase HsaIIIB) (DNA MTase HsaIIIB) (M.HsaIIIB),DNMT3B,Homo sapiens (Human),853
H7C1M2,H7C1M2_HUMAN,unreviewed,Protein SON (Fragment),SON,Homo sapiens (Human),1454
H7C1S4,H7C1S4_HUMAN,unreviewed,Protein SON (Fragment),SON,Homo sapiens (Human),92
H7C257,H7C257_HUMAN,unreviewed,Protein SON (Fragment),SON,Homo sapiens (Human),97
H7C2G8,H7C2G8_HUMAN,unreviewed,Protein SON (Fragment),SON,Homo sapiens (Human),343
J3QSZ5,J3QSZ5_HUMAN,unreviewed,Protein SON,SON,Homo sapiens (Human),454
P18583,SON_HUMAN,reviewed,Protein SON (Bax antagonist selected in saccharomyces 1) (BASS1) (Negative regulatory element-binding protein) (NRE-binding protein) (Protein DBP-5) (SON3),SON C21orf50 DBP5 KIAA1019 NREBP HSPC310 HSPC312,Homo sapiens (Human),2426
F2Z2D3,F2Z2D3_HUMAN,unreviewed,"Nuclease EXOG, mitochondrial",EXOG,Homo sapiens (Human),56
F8WC11,F8WC11_HUMAN,unreviewed,"Nuclease EXOG, mitochondrial",EXOG,Homo sapiens (Human),146
F8WE28,F8WE28_HUMAN,unreviewed,"Nuclease EXOG, mitochondrial",EXOG,Homo sapiens (Human),107
F8WE38,F8WE38_HUMAN,unreviewed,"Nuclease EXOG, mitochondrial",EXOG,Homo sapiens (Human),143
F8WEP0,F8WEP0_HUMAN,unreviewed,"Nuclease EXOG, mitochondrial",EXOG,Homo sapiens (Human),81
H0Y8P1,H0Y8P1_HUMAN,unreviewed,"Nuclease EXOG, mitochondrial (Fragment)",EXOG,Homo sapiens (Human),15
H7C0W6,H7C0W6_HUMAN,unreviewed,"Nuclease EXOG, mitochondrial (Fragment)",EXOG,Homo sapiens (Human),187
H7C451,H7C451_HUMAN,unreviewed,"Nuclease EXOG, mitochondrial (Fragment)",EXOG,Homo sapiens (Human),107
Q9Y2C4,EXOG_HUMAN,reviewed,"Nuclease EXOG, mitochondrial (EC 3.1.30.-) (Endonuclease G-like 1) (Endo G-like 1)",EXOG ENDOGL1 ENDOGL2 ENGL,Homo sapiens (Human),368
A0A1W2PS22,A0A1W2PS22_HUMAN,unreviewed,RuvB-like 2,RUVBL2,Homo sapiens (Human),39
A0A1W2PS48,A0A1W2PS48_HUMAN,unreviewed,RuvB-like helicase (EC 3.6.4.12),RUVBL2,Homo sapiens (Human),50
M0QXI6,M0QXI6_HUMAN,unreviewed,RuvB-like helicase (EC 3.6.4.12) (Fragment),RUVBL2,Homo sapiens (Human),109
M0QXZ7,M0QXZ7_HUMAN,unreviewed,"RuvB-like 2 (RuvB-like 2 (E. coli), isoform CRA_b)",RUVBL2 hCG_16214,Homo sapiens (Human),39
M0QYD8,M0QYD8_HUMAN,unreviewed,"RuvB-like 2 (RuvB-like 2 (E. coli), isoform CRA_c)",RUVBL2 hCG_16214,Homo sapiens (Human),44
M0R0Y3,M0R0Y3_HUMAN,unreviewed,RuvB-like helicase (EC 3.6.4.12),RUVBL2,Homo sapiens (Human),354
M0R0Z0,M0R0Z0_HUMAN,unreviewed,RuvB-like helicase (EC 3.6.4.12),RUVBL2,Homo sapiens (Human),50
Q9Y230,RUVB2_HUMAN,reviewed,RuvB-like 2 (EC 3.6.4.12) (48 kDa TATA box-binding protein-interacting protein) (48 kDa TBP-interacting protein) (51 kDa erythrocyte cytosolic protein) (ECP-51) (INO80 complex subunit J) (Repressing pontin 52) (Reptin 52) (TIP49b) (TIP60-associated protein 54-beta) (TAP54-beta),RUVBL2 INO80J TIP48 TIP49B CGI-46,Homo sapiens (Human),463
X6R2L4,X6R2L4_HUMAN,unreviewed,RuvB-like helicase (EC 3.6.4.12),RUVBL2,Homo sapiens (Human),259
F8VS35,F8VS35_HUMAN,unreviewed,2'-5'-oligoadenylate synthase 3,OAS3,Homo sapiens (Human),223
F8VWK9,F8VWK9_HUMAN,unreviewed,2'-5'-oligoadenylate synthase 3,OAS3,Homo sapiens (Human),177
H0YHL3,H0YHL3_HUMAN,unreviewed,2'-5'-oligoadenylate synthase 3 (Fragment),OAS3,Homo sapiens (Human),166
Q9Y6K5,OAS3_HUMAN,reviewed,2'-5'-oligoadenylate synthase 3 ((2-5')oligo(A) synthase 3) (2-5A synthase 3) (EC 2.7.7.84) (p100 OAS) (p100OAS),OAS3 P/OKcl.4,Homo sapiens (Human),1087
A0A087X122,A0A087X122_HUMAN,unreviewed,RNA-binding protein 39 (Fragment),RBM39,Homo sapiens (Human),59
A0A0U1RQH7,A0A0U1RQH7_HUMAN,unreviewed,RNA-binding protein 39 (Fragment),RBM39,Homo sapiens (Human),245
A0A0U1RQW2,A0A0U1RQW2_HUMAN,unreviewed,RNA-binding protein 39 (Fragment),RBM39,Homo sapiens (Human),163
A8MYG5,A8MYG5_HUMAN,unreviewed,RNA-binding protein 39,RBM39,Homo sapiens (Human),95
F2Z2Z5,F2Z2Z5_HUMAN,unreviewed,RNA-binding protein 39,RBM39,Homo sapiens (Human),47
F2Z3E6,F2Z3E6_HUMAN,unreviewed,RNA-binding protein 39,RBM39,Homo sapiens (Human),40
F8WF24,F8WF24_HUMAN,unreviewed,RNA-binding protein 39,RBM39,Homo sapiens (Human),39
F8WF73,F8WF73_HUMAN,unreviewed,RNA-binding protein 39,RBM39,Homo sapiens (Human),62
G3XAC6,G3XAC6_HUMAN,unreviewed,"RNA-binding protein 39 (RNA-binding region (RNP1, RRM) containing 2, isoform CRA_f)",RBM39 RNPC2 hCG_38221,Homo sapiens (Human),423
H0Y4X3,H0Y4X3_HUMAN,unreviewed,RNA-binding protein 39 (Fragment),RBM39,Homo sapiens (Human),336
H0Y6I9,H0Y6I9_HUMAN,unreviewed,RNA-binding protein 39 (Fragment),RBM39,Homo sapiens (Human),86
H7BZG3,H7BZG3_HUMAN,unreviewed,RNA-binding protein 39 (Fragment),RBM39,Homo sapiens (Human),23
Q14498,RBM39_HUMAN,reviewed,RNA-binding protein 39 (CAPER alpha) (Hepatocellular carcinoma protein 1) (RNA-binding motif protein 39) (RNA-binding region-containing protein 2) (Splicing factor HCC1),RBM39 HCC1 RNPC2,Homo sapiens (Human),530
Q5QP22,Q5QP22_HUMAN,unreviewed,RNA-binding protein 39 (Fragment),RBM39,Homo sapiens (Human),193
Q5QP23,Q5QP23_HUMAN,unreviewed,RNA-binding protein 39 (Fragment),RBM39,Homo sapiens (Human),231
M0R1A0,M0R1A0_HUMAN,unreviewed,RNA-binding protein Nova-2 (Fragment),NOVA2,Homo sapiens (Human),40
Q9UNW9,NOVA2_HUMAN,reviewed,RNA-binding protein Nova-2 (Astrocytic NOVA1-like RNA-binding protein) (Neuro-oncological ventral antigen 2),NOVA2 ANOVA NOVA3,Homo sapiens (Human),492
Q9NR97,TLR8_HUMAN,reviewed,Toll-like receptor 8 (CD antigen CD288),TLR8 UNQ249/PRO286,Homo sapiens (Human),1041
C9JHH6,C9JHH6_HUMAN,unreviewed,Probable ribonuclease 11 (Fragment),RNASE11,Homo sapiens (Human),142
C9JYR4,C9JYR4_HUMAN,unreviewed,Probable ribonuclease 11 (Fragment),RNASE11,Homo sapiens (Human),178
G3V3W8,G3V3W8_HUMAN,unreviewed,Probable ribonuclease 11 (Fragment),RNASE11,Homo sapiens (Human),136
G3V5L6,G3V5L6_HUMAN,unreviewed,Probable ribonuclease 11 (Fragment),RNASE11,Homo sapiens (Human),171
Q8TAA1,RNS11_HUMAN,reviewed,Probable ribonuclease 11 (RNase 11) (EC 3.1.27.-),RNASE11 C14orf6 UNQ5832/PRO19669,Homo sapiens (Human),199
Q8TAS1,UHMK1_HUMAN,reviewed,Serine/threonine-protein kinase Kist (EC 2.7.11.1) (Kinase interacting with stathmin) (PAM COOH-terminal interactor protein 2) (P-CIP2) (U2AF homology motif kinase 1),UHMK1 KIS KIST,Homo sapiens (Human),419
F5GX77,F5GX77_HUMAN,unreviewed,Multifunctional methyltransferase subunit TRM112-like protein,TRMT112,Homo sapiens (Human),106
F5GYQ2,F5GYQ2_HUMAN,unreviewed,Multifunctional methyltransferase subunit TRM112-like protein,TRMT112,Homo sapiens (Human),81
F5GZZ7,F5GZZ7_HUMAN,unreviewed,Multifunctional methyltransferase subunit TRM112-like protein,TRMT112,Homo sapiens (Human),63
Q9UI30,TR112_HUMAN,reviewed,Multifunctional methyltransferase subunit TRM112-like protein (tRNA methyltransferase 112 homolog),TRMT112 AD-001 HSPC152 HSPC170,Homo sapiens (Human),125
H0YHS6,H0YHS6_HUMAN,unreviewed,Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (Fragment),YARS2,Homo sapiens (Human),291
Q9Y2Z4,SYYM_HUMAN,reviewed,"Tyrosine--tRNA ligase, mitochondrial (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)",YARS2 CGI-04,Homo sapiens (Human),477
A0A087WZ41,A0A087WZ41_HUMAN,unreviewed,"Peptide chain release factor 1, mitochondrial (Fragment)",MTRF1,Homo sapiens (Human),137
A0A087X1S1,A0A087X1S1_HUMAN,unreviewed,"Peptide chain release factor 1, mitochondrial",MTRF1,Homo sapiens (Human),153
O75570,RF1M_HUMAN,reviewed,"Peptide chain release factor 1, mitochondrial (MRF-1) (MtRF-1)",MTRF1,Homo sapiens (Human),445
Q8N6Z2,Q8N6Z2_HUMAN,unreviewed,"MTRF1 protein (Mitochondrial translational release factor 1, isoform CRA_b) (Peptide chain release factor 1, mitochondrial)",MTRF1 hCG_32761,Homo sapiens (Human),151
X6RFD4,X6RFD4_HUMAN,unreviewed,"Peptide chain release factor 1, mitochondrial (Fragment)",MTRF1,Homo sapiens (Human),226
E5RIW1,E5RIW1_HUMAN,unreviewed,Exportin-7 (Fragment),XPO7,Homo sapiens (Human),237
E7ESC6,E7ESC6_HUMAN,unreviewed,Exportin-7,XPO7,Homo sapiens (Human),1088
H0YBE1,H0YBE1_HUMAN,unreviewed,Exportin-7 (Fragment),XPO7,Homo sapiens (Human),190
Q9UIA9,XPO7_HUMAN,reviewed,Exportin-7 (Exp7) (Ran-binding protein 16),XPO7 KIAA0745 RANBP16,Homo sapiens (Human),1087
F5H3L0,F5H3L0_HUMAN,unreviewed,"39S ribosomal protein L21, mitochondrial",MRPL21,Homo sapiens (Human),36
F5H4R5,F5H4R5_HUMAN,unreviewed,"39S ribosomal protein L21, mitochondrial",MRPL21,Homo sapiens (Human),49
F5H7V8,F5H7V8_HUMAN,unreviewed,"39S ribosomal protein L21, mitochondrial",MRPL21,Homo sapiens (Human),150
H3BUY0,H3BUY0_HUMAN,unreviewed,"39S ribosomal protein L21, mitochondrial",MRPL21,Homo sapiens (Human),195
Q7Z2W9,RM21_HUMAN,reviewed,"39S ribosomal protein L21, mitochondrial (L21mt) (MRP-L21) (Mitochondrial large ribosomal subunit protein bL21m)",MRPL21,Homo sapiens (Human),205
A0A0U1RQZ2,A0A0U1RQZ2_HUMAN,unreviewed,U11/U12 small nuclear ribonucleoprotein 48 kDa protein,SNRNP48,Homo sapiens (Human),149
Q6IEG0,SNR48_HUMAN,reviewed,U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein) (U11/U12-48K),SNRNP48 C6orf151,Homo sapiens (Human),339
K7EJ37,K7EJ37_HUMAN,unreviewed,Exosome component 10,EXOSC10,Homo sapiens (Human),124
Q01780,EXOSX_HUMAN,reviewed,Exosome component 10 (EC 3.1.13.-) (Autoantigen PM/Scl 2) (P100 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 100 kDa) (PM/Scl-100) (Polymyositis/scleroderma autoantigen 2),EXOSC10 PMSCL PMSCL2 RRP6,Homo sapiens (Human),885
H7C2Q8,H7C2Q8_HUMAN,unreviewed,"EBNA1 binding protein 2, isoform CRA_d (Probable rRNA-processing protein EBP2)",EBNA1BP2 hCG_2031782,Homo sapiens (Human),361
Q99848,EBP2_HUMAN,reviewed,Probable rRNA-processing protein EBP2 (EBNA1-binding protein 2) (Nucleolar protein p40),EBNA1BP2 EBP2,Homo sapiens (Human),306
B0QYL8,B0QYL8_HUMAN,unreviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",POLR2F,Homo sapiens (Human),126
B0QYL9,B0QYL9_HUMAN,unreviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",POLR2F,Homo sapiens (Human),158
F8WC47,F8WC47_HUMAN,unreviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",POLR2F,Homo sapiens (Human),111
H0Y2U7,H0Y2U7_HUMAN,unreviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC2 (Fragment)",POLR2F,Homo sapiens (Human),145
H0Y439,H0Y439_HUMAN,unreviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC2 (Fragment)",POLR2F,Homo sapiens (Human),93
P61218,RPAB2_HUMAN,reviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (DNA-directed RNA polymerase II subunit F) (DNA-directed RNA polymerases I, II, and III 14.4 kDa polypeptide) (RPABC14.4) (RPB14.4) (RPB6 homolog) (RPC15)",POLR2F POLRF,Homo sapiens (Human),127
U3KPV3,U3KPV3_HUMAN,unreviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",POLR2F,Homo sapiens (Human),74
U3KPY1,U3KPY1_HUMAN,unreviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC2 (Fragment)",POLR2F,Homo sapiens (Human),112
U3KQB0,U3KQB0_HUMAN,unreviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",POLR2F,Homo sapiens (Human),122
U3KQQ7,U3KQQ7_HUMAN,unreviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",POLR2F,Homo sapiens (Human),76
U3KQS8,U3KQS8_HUMAN,unreviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",POLR2F,Homo sapiens (Human),98
B8ZZ85,B8ZZ85_HUMAN,unreviewed,"Gem (Nuclear organelle) associated protein 6, isoform CRA_b (Gem-associated protein 6)",GEMIN6 hCG_1818032,Homo sapiens (Human),111
B9A037,B9A037_HUMAN,unreviewed,Gem-associated protein 6,GEMIN6,Homo sapiens (Human),69
Q8WXD5,GEMI6_HUMAN,reviewed,Gem-associated protein 6 (Gemin-6) (SIP2),GEMIN6,Homo sapiens (Human),167
E5RH09,E5RH09_HUMAN,unreviewed,"Arginine--tRNA ligase, cytoplasmic",RARS,Homo sapiens (Human),113
E5RI24,E5RI24_HUMAN,unreviewed,"Arginine--tRNA ligase, cytoplasmic",RARS,Homo sapiens (Human),58
E5RJM9,E5RJM9_HUMAN,unreviewed,"Arginine--tRNA ligase, cytoplasmic",RARS,Homo sapiens (Human),129
P54136,SYRC_HUMAN,reviewed,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",RARS,Homo sapiens (Human),660
A0A0A0MR97,A0A0A0MR97_HUMAN,unreviewed,Bromodomain adjacent to zinc finger domain protein 2B,BAZ2B,Homo sapiens (Human),643
C9JCA6,C9JCA6_HUMAN,unreviewed,Bromodomain adjacent to zinc finger domain protein 2B (Fragment),BAZ2B,Homo sapiens (Human),142
F6VJC3,F6VJC3_HUMAN,unreviewed,Bromodomain adjacent to zinc finger domain protein 2B (Fragment),BAZ2B,Homo sapiens (Human),95
H7BXK5,H7BXK5_HUMAN,unreviewed,Bromodomain adjacent to zinc finger domain protein 2B (Fragment),BAZ2B,Homo sapiens (Human),211
H7C092,H7C092_HUMAN,unreviewed,Bromodomain adjacent to zinc finger domain protein 2B (Fragment),BAZ2B,Homo sapiens (Human),194
H7C1I6,H7C1I6_HUMAN,unreviewed,Bromodomain adjacent to zinc finger domain protein 2B (Fragment),BAZ2B,Homo sapiens (Human),179
Q9UIF8,BAZ2B_HUMAN,reviewed,Bromodomain adjacent to zinc finger domain protein 2B (hWALp4),BAZ2B KIAA1476,Homo sapiens (Human),2168
D6RDY6,D6RDY6_HUMAN,unreviewed,Signal recognition particle subunit SRP72 (Fragment),SRP72,Homo sapiens (Human),357
O76094,SRP72_HUMAN,reviewed,Signal recognition particle subunit SRP72 (SRP72) (Signal recognition particle 72 kDa protein),SRP72,Homo sapiens (Human),671
R4GNC1,R4GNC1_HUMAN,unreviewed,Signal recognition particle subunit SRP72,SRP72,Homo sapiens (Human),220
H3BTH3,H3BTH3_HUMAN,unreviewed,60S ribosomal protein L13,RPL13,Homo sapiens (Human),63
H3BUK8,H3BUK8_HUMAN,unreviewed,60S ribosomal protein L13 (Fragment),RPL13,Homo sapiens (Human),54
J3KS98,J3KS98_HUMAN,unreviewed,60S ribosomal protein L13 (Fragment),RPL13,Homo sapiens (Human),78
J3QSB4,J3QSB4_HUMAN,unreviewed,60S ribosomal protein L13 (Fragment),RPL13,Homo sapiens (Human),126
P26373,RL13_HUMAN,reviewed,60S ribosomal protein L13 (Breast basic conserved protein 1) (Large ribosomal subunit protein eL13),RPL13 BBC1 OK/SW-cl.46,Homo sapiens (Human),211
Q9H0D6,XRN2_HUMAN,reviewed,5'-3' exoribonuclease 2 (EC 3.1.13.-) (DHM1-like protein) (DHP protein),XRN2,Homo sapiens (Human),950
C9JJJ9,C9JJJ9_HUMAN,unreviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 (Fragment)",POLR2H,Homo sapiens (Human),11
C9JLU1,C9JLU1_HUMAN,unreviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 (Fragment)",POLR2H,Homo sapiens (Human),148
P52434,RPAB3_HUMAN,reviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 (RNA polymerases I, II, and III subunit ABC3) (DNA-directed RNA polymerase II subunit H) (DNA-directed RNA polymerases I, II, and III 17.1 kDa polypeptide) (RPB17) (RPB8 homolog) (hRPB8)",POLR2H,Homo sapiens (Human),150
A0A024QZ33,A0A024QZ33_HUMAN,unreviewed,"Coiled-coil domain containing 55, isoform CRA_a (Nuclear speckle-splicing regulatory protein 1)",NSRP1 CCDC55 hCG_1646942,Homo sapiens (Human),504
H7BYM1,H7BYM1_HUMAN,unreviewed,Nuclear speckle-splicing regulatory protein 1,NSRP1,Homo sapiens (Human),50
J3KT62,J3KT62_HUMAN,unreviewed,Nuclear speckle-splicing regulatory protein 1,NSRP1,Homo sapiens (Human),42
J3QLV5,J3QLV5_HUMAN,unreviewed,Nuclear speckle-splicing regulatory protein 1,NSRP1,Homo sapiens (Human),74
J3QRI6,J3QRI6_HUMAN,unreviewed,Nuclear speckle-splicing regulatory protein 1,NSRP1,Homo sapiens (Human),92
J3QS82,J3QS82_HUMAN,unreviewed,Nuclear speckle-splicing regulatory protein 1,NSRP1,Homo sapiens (Human),41
K7EK40,K7EK40_HUMAN,unreviewed,Nuclear speckle-splicing regulatory protein 1 (Fragment),NSRP1,Homo sapiens (Human),64
K7EMD8,K7EMD8_HUMAN,unreviewed,Nuclear speckle-splicing regulatory protein 1 (Fragment),NSRP1,Homo sapiens (Human),104
K7EQJ6,K7EQJ6_HUMAN,unreviewed,Nuclear speckle-splicing regulatory protein 1 (Fragment),NSRP1,Homo sapiens (Human),68
K7ERM9,K7ERM9_HUMAN,unreviewed,Nuclear speckle-splicing regulatory protein 1 (Fragment),NSRP1,Homo sapiens (Human),157
Q9H0G5,NSRP1_HUMAN,reviewed,Nuclear speckle splicing regulatory protein 1 (Coiled-coil domain-containing protein 55) (Nuclear speckle-related protein 70) (NSrp70),NSRP1 CCDC55 NSRP70,Homo sapiens (Human),558
B7Z4J8,B7Z4J8_HUMAN,unreviewed,"Zinc finger protein 346 (cDNA FLJ52564, moderately similar to Zinc finger protein 346)",ZNF346,Homo sapiens (Human),196
B7Z4N4,B7Z4N4_HUMAN,unreviewed,"Zinc finger protein 346 (cDNA FLJ60707, moderately similar to Zinc finger protein 346)",ZNF346,Homo sapiens (Human),118
B7Z6B6,B7Z6B6_HUMAN,unreviewed,"Zinc finger protein 346 (cDNA FLJ60877, highly similar to Zinc finger protein 346)",ZNF346,Homo sapiens (Human),131
B7Z6Q2,B7Z6Q2_HUMAN,unreviewed,"Zinc finger protein 346 (Zinc finger protein 346, isoform CRA_b) (cDNA FLJ53663, highly similar to Zinc finger protein 346)",ZNF346 hCG_41584,Homo sapiens (Human),135
D6RJ07,D6RJ07_HUMAN,unreviewed,Zinc finger protein 346,ZNF346,Homo sapiens (Human),310
Q9UL40,ZN346_HUMAN,reviewed,Zinc finger protein 346 (Just another zinc finger protein),ZNF346 JAZ,Homo sapiens (Human),294
Q4V370,Q4V370_HUMAN,unreviewed,Selenocysteine insertion sequence-binding protein 2 (Fragment),SECISBP2,Homo sapiens (Human),60
Q5HYY5,Q5HYY5_HUMAN,unreviewed,Selenocysteine insertion sequence-binding protein 2 (Fragment),SECISBP2,Homo sapiens (Human),275
Q96T21,SEBP2_HUMAN,reviewed,Selenocysteine insertion sequence-binding protein 2 (SECIS-binding protein 2),SECISBP2 SBP2,Homo sapiens (Human),854
F8WAJ0,F8WAJ0_HUMAN,unreviewed,RNA helicase (EC 3.6.4.13),DDX31,Homo sapiens (Human),746
Q9H8H2,DDX31_HUMAN,reviewed,Probable ATP-dependent RNA helicase DDX31 (EC 3.6.4.13) (DEAD box protein 31) (Helicain),DDX31,Homo sapiens (Human),851
P30050,RL12_HUMAN,reviewed,60S ribosomal protein L12 (Large ribosomal subunit protein uL11),RPL12,Homo sapiens (Human),165
B4DFG0,B4DFG0_HUMAN,unreviewed,"Protein DEK (cDNA FLJ53031, highly similar to Protein DEK)",DEK,Homo sapiens (Human),347
D6R9L5,D6R9L5_HUMAN,unreviewed,Protein DEK (Fragment),DEK,Homo sapiens (Human),151
D6RDA2,D6RDA2_HUMAN,unreviewed,Protein DEK (Fragment),DEK,Homo sapiens (Human),122
H0Y8X0,H0Y8X0_HUMAN,unreviewed,Protein DEK (Fragment),DEK,Homo sapiens (Human),161
H0Y993,H0Y993_HUMAN,unreviewed,Protein DEK (Fragment),DEK,Homo sapiens (Human),156
P35659,DEK_HUMAN,reviewed,Protein DEK,DEK,Homo sapiens (Human),375
B3KUL3,B3KUL3_HUMAN,unreviewed,"Ferredoxin-fold anticodon-binding domain-containing protein 1 (cDNA FLJ40164 fis, clone TESTI2015914) (Fragment)",FDXACB1,Homo sapiens (Human),396
E9PK62,E9PK62_HUMAN,unreviewed,Ferredoxin-fold anticodon-binding domain-containing protein 1,FDXACB1,Homo sapiens (Human),105
Q9BRP7,FDXA1_HUMAN,reviewed,Ferredoxin-fold anticodon-binding domain-containing protein 1 (FDX-ACDB domain-containing protein 1),FDXACB1,Homo sapiens (Human),624
I3L397,I3L397_HUMAN,unreviewed,Eukaryotic translation initiation factor 5A (eIF-5A) (Fragment),EIF5A,Homo sapiens (Human),146
I3L504,I3L504_HUMAN,unreviewed,Eukaryotic translation initiation factor 5A-1,EIF5A,Homo sapiens (Human),186
P63241,IF5A1_HUMAN,reviewed,Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (Rev-binding factor) (eIF-4D),EIF5A,Homo sapiens (Human),154
A0A087WT20,A0A087WT20_HUMAN,unreviewed,DDB1- and CUL4-associated factor 13,DCAF13,Homo sapiens (Human),597
A0A087X1F8,A0A087X1F8_HUMAN,unreviewed,DDB1- and CUL4-associated factor 13 (Fragment),DCAF13,Homo sapiens (Human),204
B3KME9,B3KME9_HUMAN,unreviewed,"DDB1- and CUL4-associated factor 13 (cDNA FLJ10831 fis, clone NT2RP4001148, highly similar to Homo sapiens WD repeats and SOF1 domain containing (WDSOF1), mRNA)",DCAF13,Homo sapiens (Human),221
E5RHM4,E5RHM4_HUMAN,unreviewed,DDB1- and CUL4-associated factor 13,DCAF13,Homo sapiens (Human),185
Q9NV06,DCA13_HUMAN,reviewed,DDB1- and CUL4-associated factor 13 (WD repeat and SOF domain-containing protein 1),DCAF13 WDSOF1 HSPC064,Homo sapiens (Human),445
A0A0A0MTG1,A0A0A0MTG1_HUMAN,unreviewed,"Valine--tRNA ligase, mitochondrial",VARS2,Homo sapiens (Human),1061
A2ABL6,A2ABL6_HUMAN,unreviewed,"Valine--tRNA ligase, mitochondrial (Fragment)",VARS2,Homo sapiens (Human),115
B7ZCJ6,B7ZCJ6_HUMAN,unreviewed,"Valine--tRNA ligase, mitochondrial (Fragment)",VARS2,Homo sapiens (Human),326
Q5ST30,SYVM_HUMAN,reviewed,"Valine--tRNA ligase, mitochondrial (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS) (Valyl-tRNA synthetase-like)",VARS2 KIAA1885 VARS2L VARSL,Homo sapiens (Human),1063
M0QXK2,M0QXK2_HUMAN,unreviewed,U1 small nuclear ribonucleoprotein A (Fragment),SNRPA,Homo sapiens (Human),128
M0QZG7,M0QZG7_HUMAN,unreviewed,U1 small nuclear ribonucleoprotein A (Fragment),SNRPA,Homo sapiens (Human),184
M0R0G9,M0R0G9_HUMAN,unreviewed,U1 small nuclear ribonucleoprotein A,SNRPA,Homo sapiens (Human),87
M0R221,M0R221_HUMAN,unreviewed,U1 small nuclear ribonucleoprotein A (Fragment),SNRPA,Homo sapiens (Human),142
M0R268,M0R268_HUMAN,unreviewed,U1 small nuclear ribonucleoprotein A (Fragment),SNRPA,Homo sapiens (Human),256
M0R2B8,M0R2B8_HUMAN,unreviewed,U1 small nuclear ribonucleoprotein A (Fragment),SNRPA,Homo sapiens (Human),148
P09012,SNRPA_HUMAN,reviewed,U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A),SNRPA,Homo sapiens (Human),282
A0A1W2PPT5,A0A1W2PPT5_HUMAN,unreviewed,DNA-directed RNA polymerase subunit beta (EC 2.7.7.6),POLR2B,Homo sapiens (Human),1099
C9J2Y9,C9J2Y9_HUMAN,unreviewed,DNA-directed RNA polymerase subunit beta (EC 2.7.7.6),POLR2B,Homo sapiens (Human),1167
C9J4M6,C9J4M6_HUMAN,unreviewed,DNA-directed RNA polymerase subunit beta (EC 2.7.7.6),POLR2B,Homo sapiens (Human),1067
C9JMN3,C9JMN3_HUMAN,unreviewed,DNA-directed RNA polymerase II subunit RPB2 (Fragment),POLR2B,Homo sapiens (Human),64
C9JZW8,C9JZW8_HUMAN,unreviewed,DNA-directed RNA polymerase II subunit RPB2 (Fragment),POLR2B,Homo sapiens (Human),76
P30876,RPB2_HUMAN,reviewed,DNA-directed RNA polymerase II subunit RPB2 (EC 2.7.7.6) (DNA-directed RNA polymerase II 140 kDa polypeptide) (DNA-directed RNA polymerase II subunit B) (RNA polymerase II subunit 2) (RNA polymerase II subunit B2),POLR2B,Homo sapiens (Human),1174
D6R9Z6,D6R9Z6_HUMAN,unreviewed,La-related protein 7 (Fragment),LARP7,Homo sapiens (Human),155
